Message Type,Message
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your gift card is waiting! Claim your free TV today.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $734.
Spam,You’ve been chosen to receive a $602 Target gift card! Claim it now!
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Congratulations! You've won a vacation worth $359. Click here now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $792 Target gift card! Claim it now!
Spam,Congratulations! You've won a gift card worth $723. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $644.
Spam,You’ve won a lottery! Claim your $215 gift card now.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your gift card is waiting! Claim your free TV today.
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,You’ve won a lottery! Claim your $202 cash prize now.
Spam,You’ve won a lottery! Claim your $347 cash prize now.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $275 gift card now.
Spam,You’ve been chosen to receive a $715 Target gift card! Claim it now!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $318 vacation now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $606.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $445 gift card now.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $491 cash prize now.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,You’ve been chosen to receive a $453 Walmart gift card! Claim it now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $429.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $204 gift card now.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a gift card worth $233. Click here now!
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,You’ve received a bonus payout! Click here to claim your reward of $437.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,You’ve won a lottery! Claim your $791 cash prize now.
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve been chosen to receive a $913 Amazon gift card! Claim it now!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your vacation is waiting! Claim your free TV today.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve been chosen to receive a $594 Walmart gift card! Claim it now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a cash prize worth $317. Click here now!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve won a lottery! Claim your $787 vacation now.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your vacation is waiting! Claim your free TV today.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve received a bonus payout! Click here to claim your reward of $201.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Act now! Your vacation is waiting! Claim your free laptop today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $205.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve received a bonus payout! Click here to claim your reward of $903.
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Congratulations! You've won a vacation worth $950. Click here now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,You’ve received a bonus payout! Click here to claim your reward of $563.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve been chosen to receive a $209 Walmart gift card! Claim it now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $307 gift card now.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve been chosen to receive a $280 Amazon gift card! Claim it now!
